Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year,Month,Day,DayOfWeek,WeekOfYear,IsWeekend,Lag_1,Lag_7,Lag_14,Lag_30,Rolling_Mean_7,Rolling_Mean_30
2022-05-11,S001,P0001,Toys,West,185,19,142,16.37,23.93,10,Rainy,1,25.74,Autumn,2022,5,11,2,19,0,19.0,127.0,288.0,358.0,62.714285714285715,139.76666666666668
2022-05-12,S001,P0001,Electronics,East,426,10,25,2.78,94.22,0,Sunny,0,95.15,Winter,2022,5,12,3,19,0,19.0,49.0,334.0,238.0,47.285714285714285,128.46666666666667
2022-05-13,S001,P0001,Groceries,North,496,357,36,353.82,14.24,5,Cloudy,0,12.13,Spring,2022,5,13,4,19,0,10.0,26.0,27.0,279.0,41.714285714285715,120.86666666666666
2022-05-14,S001,P0001,Furniture,East,470,226,137,224.85,61.31,10,Sunny,0,61.59,Autumn,2022,5,14,5,19,1,357.0,39.0,149.0,108.0,89.0,123.46666666666667
2022-05-15,S001,P0001,Toys,South,392,213,189,216.51,39.12,5,Snowy,1,43.33,Spring,2022,5,15,6,19,1,226.0,6.0,0.0,32.0,115.71428571428571,127.4
2022-05-16,S001,P0001,Groceries,North,179,121,32,112.72,97.06,15,Sunny,1,97.63,Spring,2022,5,16,0,20,0,213.0,173.0,1.0,183.0,145.28571428571428,133.43333333333334
2022-05-17,S001,P0001,Electronics,East,264,191,192,201.31,82.48,15,Snowy,0,80.01,Spring,2022,5,17,1,20,0,121.0,19.0,18.0,365.0,137.85714285714286,131.36666666666667
2022-05-18,S001,P0001,Toys,South,373,148,22,146.02,22.09,20,Snowy,1,19.85,Winter,2022,5,18,2,20,0,191.0,19.0,127.0,47.0,162.42857142857142,125.56666666666666
2022-05-19,S001,P0001,Clothing,West,81,17,117,24.29,34.33,10,Sunny,0,32.74,Autumn,2022,5,19,3,20,0,148.0,10.0,49.0,41.0,180.85714285714286,128.93333333333334
2022-05-20,S001,P0001,Groceries,West,340,75,71,83.43,85.99,15,Cloudy,0,90.45,Autumn,2022,5,20,4,20,0,17.0,357.0,26.0,51.0,181.85714285714286,128.13333333333333
2022-05-21,S001,P0001,Clothing,East,494,314,20,323.92,75.6,0,Sunny,1,76.8,Winter,2022,5,21,5,20,1,75.0,226.0,39.0,107.0,141.57142857142858,128.93333333333334
2022-05-22,S001,P0001,Furniture,North,175,46,196,62.81,73.44,5,Rainy,0,68.48,Winter,2022,5,22,6,20,1,314.0,213.0,6.0,405.0,154.14285714285714,135.83333333333334
2022-05-23,S001,P0001,Clothing,East,114,66,46,67.77,19.09,5,Snowy,0,23.61,Spring,2022,5,23,0,21,0,46.0,121.0,173.0,212.0,130.28571428571428,123.86666666666666
2022-05-24,S001,P0001,Clothing,West,459,173,132,181.74,15.58,10,Snowy,1,11.36,Spring,2022,5,24,1,21,0,66.0,191.0,19.0,14.0,122.42857142857143,119.0
2022-05-25,S001,P0001,Toys,West,78,68,113,76.27,45.81,10,Cloudy,0,43.73,Spring,2022,5,25,2,21,0,173.0,148.0,19.0,45.0,119.85714285714286,124.3
2022-05-26,S001,P0001,Clothing,East,211,200,114,207.14,14.76,5,Sunny,1,14.03,Autumn,2022,5,26,3,21,0,68.0,17.0,10.0,452.0,108.42857142857143,125.06666666666666
2022-05-27,S001,P0001,Furniture,South,94,32,190,40.77,19.35,5,Cloudy,1,24.18,Summer,2022,5,27,4,21,0,200.0,75.0,357.0,288.0,134.57142857142858,116.66666666666667
2022-05-28,S001,P0001,Toys,East,434,393,192,409.98,47.5,20,Sunny,0,45.41,Winter,2022,5,28,5,21,1,32.0,314.0,226.0,334.0,128.42857142857142,108.13333333333334
2022-05-29,S001,P0001,Furniture,West,94,11,20,21.8,68.32,0,Cloudy,0,72.05,Winter,2022,5,29,6,21,1,393.0,46.0,213.0,27.0,139.71428571428572,110.1
2022-05-30,S001,P0001,Toys,West,372,307,75,309.22,15.94,0,Rainy,1,16.59,Spring,2022,5,30,0,22,0,11.0,66.0,121.0,149.0,134.71428571428572,109.56666666666666
2022-05-31,S001,P0001,Clothing,East,111,109,166,117.21,52.95,10,Snowy,1,50.25,Spring,2022,5,31,1,22,0,307.0,173.0,191.0,0.0,169.14285714285714,114.83333333333333
2022-06-01,S001,P0001,Toys,North,461,198,119,192.58,11.52,15,Rainy,1,8.27,Spring,2022,6,1,2,22,0,109.0,68.0,148.0,1.0,160.0,118.46666666666667
2022-06-02,S001,P0001,Clothing,West,386,385,144,388.15,98.99,10,Snowy,1,96.79,Spring,2022,6,2,3,22,0,198.0,200.0,17.0,18.0,178.57142857142858,125.03333333333333
2022-06-03,S001,P0001,Clothing,North,53,25,147,43.58,54.62,10,Rainy,0,58.21,Winter,2022,6,3,4,22,0,385.0,32.0,75.0,127.0,205.0,137.26666666666668
2022-06-04,S001,P0001,Electronics,West,72,48,71,53.64,67.67,20,Cloudy,0,66.42,Winter,2022,6,4,5,22,1,25.0,393.0,314.0,49.0,204.0,133.86666666666667
2022-06-05,S001,P0001,Groceries,West,265,164,57,161.11,84.43,15,Sunny,0,80.65,Summer,2022,6,5,6,22,1,48.0,11.0,46.0,26.0,154.71428571428572,133.83333333333334
2022-06-06,S001,P0001,Furniture,North,219,113,107,119.18,94.24,15,Rainy,0,96.41,Spring,2022,6,6,0,23,0,164.0,307.0,66.0,39.0,176.57142857142858,138.43333333333334
2022-06-07,S001,P0001,Groceries,East,256,237,25,227.01,92.79,5,Cloudy,0,97.71,Autumn,2022,6,7,1,23,0,113.0,109.0,173.0,6.0,148.85714285714286,140.9
2022-06-08,S001,P0001,Groceries,East,209,90,93,103.1,98.92,10,Rainy,0,103.21,Spring,2022,6,8,2,23,0,237.0,198.0,68.0,173.0,167.14285714285714,148.6
2022-06-09,S001,P0001,Toys,South,403,259,85,264.28,15.22,10,Sunny,0,17.12,Autumn,2022,6,9,3,23,0,90.0,385.0,200.0,19.0,151.71428571428572,145.83333333333334
2022-06-10,S001,P0001,Clothing,North,163,158,152,170.85,51.57,5,Rainy,0,55.42,Spring,2022,6,10,4,23,0,259.0,25.0,32.0,19.0,133.71428571428572,153.83333333333334
2022-06-11,S001,P0001,Groceries,East,374,254,25,253.13,13.91,5,Rainy,0,10.4,Spring,2022,6,11,5,23,1,158.0,48.0,393.0,10.0,152.71428571428572,158.46666666666667
2022-06-12,S001,P0001,Clothing,South,469,315,132,322.64,37.8,15,Cloudy,1,35.55,Winter,2022,6,12,6,23,1,254.0,164.0,11.0,357.0,182.14285714285714,166.6
2022-06-13,S001,P0001,Electronics,West,91,58,193,74.6,55.8,20,Snowy,0,58.37,Autumn,2022,6,13,0,24,0,315.0,113.0,307.0,226.0,203.71428571428572,165.2
2022-06-14,S001,P0001,Clothing,East,133,109,121,121.46,35.77,5,Sunny,1,32.59,Summer,2022,6,14,1,24,0,58.0,237.0,109.0,213.0,195.85714285714286,159.6
2022-06-15,S001,P0001,Electronics,South,124,98,52,101.53,91.53,15,Snowy,0,90.63,Spring,2022,6,15,2,24,0,109.0,90.0,198.0,121.0,177.57142857142858,156.13333333333333
2022-06-16,S001,P0001,Furniture,West,290,260,158,257.66,59.27,20,Rainy,1,61.2,Autumn,2022,6,16,3,24,0,98.0,259.0,385.0,191.0,178.71428571428572,155.36666666666667
2022-06-17,S001,P0001,Furniture,East,289,53,41,59.75,75.73,15,Sunny,0,78.27,Winter,2022,6,17,4,24,0,260.0,158.0,25.0,148.0,178.85714285714286,157.66666666666666
2022-06-18,S001,P0001,Furniture,North,390,31,68,39.96,25.77,15,Snowy,1,23.18,Spring,2022,6,18,5,24,1,53.0,254.0,48.0,17.0,163.85714285714286,154.5
2022-06-19,S001,P0001,Furniture,East,478,253,183,255.2,90.94,0,Sunny,0,86.82,Spring,2022,6,19,6,24,1,31.0,315.0,164.0,75.0,132.0,154.96666666666667
2022-06-20,S001,P0001,Electronics,West,338,205,175,208.89,86.86,10,Rainy,0,90.39,Spring,2022,6,20,0,25,0,253.0,58.0,113.0,314.0,123.14285714285714,160.9
2022-06-21,S001,P0001,Groceries,North,403,191,137,182.13,79.86,0,Snowy,1,76.93,Summer,2022,6,21,1,25,0,205.0,109.0,237.0,46.0,144.14285714285714,157.26666666666668
2022-06-22,S001,P0001,Electronics,West,264,238,187,253.34,19.44,5,Snowy,1,16.29,Winter,2022,6,22,2,25,0,191.0,98.0,90.0,66.0,155.85714285714286,162.1
